,question_id,question,reference,dataset_name,answer,SemanticEntropy
1057,5ab8903555429916710eb08e,What city is the flying component of the United States Air Force 432d Wing stationed in,Clark County,hotpot,"['I am unable to verify the city that the flying component of the United States Air Force 432d Wing is stationed in.', 'I do not have any information about the United States Air Force 432d Wing.', 'I am unable to verify the city in which the flying component of the United States Air Force 432d Wing is stationed.', 'The 432d Wing is a United States Air Force unit. It is a major command unit of Air Force Special Operations Command (AFSOC). The wing is composed of the 432d Operations Group (432 OG) at Creech Air Force Base, Nevada.', 'The 432d Wing, also known as the 432d Wing (Remotely Piloted Aircraft), is a unit of the United States Air Force. The wing is headquartered at Creech Air Force Base, Nevada.']",13.691634311259396
1058,5abc0bea554299658360040d, Sir Johnston Forbes-Robertson was considered the finest at playing a character who was the king of which country ?,Prince of Denmark,hotpot,"['I am unable to verify what country Sir Johnston Forbes-Robertson was considered the finest at playing the role of the king of.', ""I couldn't find any information on Sir Johnston Forbes-Robertson being known for playing a king. However, I do know that Johnston Forbes-Robertson was a renowned English actor of the late 19th and early 20th centuries."", ""I'm not aware of the specific details on Sir Johnston Forbes-Robertson being considered the finest at playing a character who was the king of a specific country."", 'I am unable to verify who Sir Johnston Forbes-Robertson was considered the finest at playing a character who was the king of which country.', 'I do not have information on a character that Sir Johnston Forbes-Robertson played as the King of a country.']",12.584600616697841
1059,5ac37dd6554299218029dbdb,"Are both bands, Digital Summer and Underoath, from the same US state ?",no,hotpot,"['Digital Summer is from Arizona, while Underoath is from Tampa, Florida. So they are not from the same US state.', 'Digital Summer is from Arizona, USA, and Underoath is from Tampa, Florida, USA.', 'Digital Summer is a band from Arizona, USA. \n\nUnderoath is a band from Tampa, Florida, USA.\n\nSo, they are from different US states.', 'Digital Summer is from Arizona, USA. \n\nUnderoath is from Tampa, Florida, USA.\n\nSo, no, they are not from the same US state.', 'Digital Summer is a band from Arizona, while Underoath is a band from Tampa, Florida. So, no, they are not from the same US state.']",8.543383259916629
1060,5a7f924c55429969796c1aba,"Which Star of British-Canadian-American satirical comedy, co starting with Ricky Gervais, began his career in sketch comedy series""Full Frontal"" ?",Eric Banadinović,hotpot,"['I cannot verify which British-Canadian-American satirical comedy star co-starring with Ricky Gervais began their career in sketch comedy series ""Full Frontal"".', 'I\'m not aware of a British-Canadian-American satirical comedy series co-starring Ricky Gervais, that the person you are referring to co-starred in. However, I do know that Stephen Merchant, a British comedian, actor, writer, and radio presenter, co-starred with Ricky Gervais in the British comedy series ""The Office"" and ""Extras"" and also in the film ""Cemetery Junction"". \n\nAnother possibility is that you might be referring to Stephen Merchant\'s co', 'I cannot verify which star of British-Canadian-American satirical comedy series, co starring with Ricky Gervais, began his career in sketch comedy series ""Full Frontal"".', 'The Star of British-Canadian-American satirical comedy, co-starring with Ricky Gervais, who began his career in sketch comedy series ""Full Frontal"" is  Stephen Merchant', 'I am unable to verify which Star of British-Canadian-American satirical comedy, co-starring with Ricky Gervais, began their career in the sketch comedy series ""Full Frontal"".']",21.00832167213926
1061,5adf5c175542995ec70e8fd0,"What company headquartered in Whitley, Coventry, United Kingdom will start production in Nitra in 2018?",Jaguar Land Rover,hotpot,"['I do not have information about a company headquartered in Whitley, Coventry, United Kingdom that will start production in Nitra in 2018.', 'I do not have enough information about a company in Whitley, Coventry, United Kingdom that will start production in Nitra in 2018.', 'I was unable to verify this information', 'I do not have the information about a company in Whitley, Coventry, United Kingdom that started production in Nitra in 2018.', 'I am unable to verify which company will start production in Nitra in 2018.']",8.278913073574513
1062,5adc0e0355429944faac2404,What side-scrolling platform game had Christian Whitehead as project lead?,Sonic Mania,hotpot,"['Sonic Mania', ""I'm unable to verify which side-scrolling platform game Christian Whitehead was the project lead for."", 'Christian Whitehead is best known for his work on the Sonic the Hedgehog Classic series.', ""Christian Whitehead was the project lead for the side-scrolling platform game 'Sonic Mania'"", 'I am unable to verify which side-scrolling platform game had Christian Whitehead as project lead.']",7.505034247001888
1063,5ab48af35542996a3a969f92,Which small nocturnal fox found in the Sahara of North Africa does the French animated series Fennec have a character?,Fennec fox,hotpot,"['The Fennec (also known as the Fennec Fox) is a small nocturnal fox found in the Sahara of North Africa. The French animated series, ""Fennec,"" is indeed based on this animal.', ""The character in the French animated series 'Fennec' is a Fennec Fox."", 'I am sorry, but I could not verify which small nocturnal fox found in the Sahara of North Africa the French animated series Fennec has a character.', 'The series is called Fennec, and it has a character based on the Fennec Fox.', 'The French animated series Fennec, has a character named Fennec Fox.']",14.027775896563918
1064,5ae66d515542992ae0d16346,"In what year was the singer who popularized ""I'll Keep the Lovelight Burning"" born?",1927,hotpot,"['Redd Foxx was not the singer who popularized ""I\'ll Keep the Lovelight Burning"" however Redd Foxx was a comedian, and the singer who popularized ""I\'ll Keep the Lovelight Burning"" is Redd\'s contemporary, Redd\'s contemporary  Redd Foxx\'s contemporary, Redd Foxx\'s contemporary  Redd Foxx\'s contemporary is Redd Foxx contemporary, Redd Foxx contemporary,  Redd Foxx contemporary   Redd Foxx\'s', 'I do not have information on the singer who popularized ""I\'ll Keep the Lovelight Burning"".', 'I do not know the singer who popularized ""I\'ll Keep the Lovelight Burning"".', 'Redd Foxx, and also Redd Kelly, and also Redd Stewart were all known to have recorded the song ""I\'ll Keep the Lovelight Burning"", but they weren\'t the most well known singer to popularize the song.\n\nThe singer who popularized the song ""I\'ll Keep the Lovelight Burning"" was actually Bobby Blue Bland.', 'Redd Foxx is not known for ""I\'ll Keep the Lovelight Burning"".  However, Redd Foxx was an American actor and comedian. \n\nBing Crosby popularized ""I\'ll Keep the Lovelight Burning (In My Heart for You)""']",35.66656185977662
1065,5abfad3c5542990832d3a197,what was the American computer-animated fantasy film which  Aron Warner produced based on ,William Steig's 1990 fairy tale,hotpot,"['I am unable to verify what American computer-animated fantasy film Aron Warner produced.', ""I can't verify which American computer-animated fantasy film Aron Warner produced."", ""The American computer-animated fantasy film produced by Aron Warner is 'Shrek' however that was not the only film he produced and he also produced the 'Shrek' sequels."", 'Aron Warner produced the American computer-animated fantasy film ""Shrek"" but that was based on a book series by William Steig.', ""The American computer-animated fantasy film that Aron Warner produced is 'Shrek'""]",13.17979079780714
1066,5a8810485542997e5c09a590,The Airport located next to the A13 handled how many passengers in 2016 ?,1.6 million passengers,hotpot,"['I can only give you general information about London City Airport. However, I can tell you that London City Airport is the airport located next to the A13. \n\nIn 2016, London City Airport handled 4,043,000 passengers.', ""Unfortunately, I can't verify which airport is located next to the A13."", ""I'm not sure which airport is located next to the A13, could you provide more information about the location or the airport you are referring to?"", 'I believe you are referring to London City Airport. London City Airport is located near the A13 in London and handled 3,846,231 passengers in 2016.', ""To give you an accurate answer, I would need more information about the specific airport you're referring to. There are several airports located near the A13 in the UK and in Europe. \n\nIf you are referring to London Southend Airport, in 2016 it handled 876,000 passengers.""]",26.48692078572567
1067,5a8901a2554299515336125a,Ghostkeeper's plot is inspired by a legend that lends its name to what type of medical condition?,psychosis,hotpot,"['I am unable to verify the name of the legend that lends its name to the medical condition that the plot of Ghostkeeper is inspired by.', 'I couldn\'t find any information on ""Ghostkeeper"" in my database.', 'I do not have a list of information about a ""Ghostkeeper"". However, I can try to find some information about a legend that might lend its name to a medical condition.', ""I couldn't find any information on the legend that lends its name to the plot of Ghostkeeper."", 'I couldn\'t find information on ""Ghostkeeper."" However, I did find information on a 1981 horror film called ""Ghostkeeper,"" directed by Guy Maddin.']",21.32900765038503
