question_id,question,reference,dataset_name
single_nq_dev_3653,where was the first power station built and why,"Cragside , England",nq
single_nq_dev_5289,most road maps are what kind of map,navigational map,nq
single_nq_dev_2096,how do you say young lady in german,Fräulein,nq
single_nq_dev_2383,who produced toni braxton just be a man about it,Teddy Bishop;Toni Braxton;Bryan - Michael Cox,nq
single_nq_dev_287,who plays the ape in planet of the apes 2011,Tim Roth,nq
single_nq_dev_5617,which is the highest peak of southern india,Anamudi,nq
single_nq_dev_483,where does the current off-broadway production of avenue q play,the New World Stages complex,nq
single_nq_dev_6221,who developed most of our current understanding of planetary motion,Johannes Kepler,nq
single_nq_dev_4458,what year did the chevrolet camaro come out,1967 model year,nq
single_nq_dev_6475,which department in the presidents cabinet is led by the attorney general,Department of Justice,nq
single_nq_dev_3765,what is the name of the elf queen in lord of the rings,Galadriel,nq
single_nq_dev_1023,what is the only english speaking country in south america,Guyana,nq
single_nq_dev_4948,cognition about ones own cognitive process can be termed as,metacognition,nq
single_nq_dev_1375,the voting rights act of 1965 was an effort to ensure voting rights for,racial minorities,nq
single_nq_dev_2315,where was the train scene in fast five filmed,"Rice , California",nq
single_nq_dev_2258,who won the shc all-ireland final in 2016,Tipperary,nq
single_nq_dev_246,who wrote the song smooth by florida georgia line,Tyler Hubbard;Nicolle Galyon;Jordan Schmidt;Brian Kelley,nq
single_nq_dev_4674,who introduced the term in group and out group,Henri Tajfel,nq
single_nq_dev_3938,who sang the song how can you mend a broken heart,the Bee Gees,nq
single_nq_dev_6028,what type of mutation produces the bcr-abl chimeric protein,retrotransposition;tandem duplication;chromosomal translocation,nq
single_nq_dev_4746,who is the guy who does thug notes,Greg Edwards,nq
single_nq_dev_3420,when does lexie grey join grey 's anatomy,season three,nq
single_nq_dev_2094,who played catwoman in the tv show batman,Julie Newmar;Lee Meriwether;Eartha Kitt,nq
single_nq_dev_2566,where were the first colonial settlements in australia founded,Sydney,nq
single_nq_dev_879,who wrote in the sweet bye and bye,Joseph P. Webster;S. Fillmore Bennett,nq
single_nq_dev_95,who said and down the stretch they come,Dave Johnson,nq
single_nq_dev_5632,when did world war ii end in the pacific,14 and 15 August 1945,nq
single_nq_dev_2362,who died during the filming of flight of the phoenix,Albert Paul Mantz,nq
single_nq_dev_3129,who sang the opening line of do they know it 's christmas,Chris Martin,nq
single_nq_dev_2796,what bodies of water surround cabo san lucas,the Pacific Ocean;the Gulf of California,nq
single_nq_dev_2831,what is the hubble classification of the milky way galaxy,SBb or SBc,nq
single_nq_dev_340,who played in the movie a star is born with judy garland,James Mason;Charles Bickford;Jack Carson,nq
single_nq_dev_5402,who plays lily in the secret life of bees,Dakota Fanning,nq
single_nq_dev_2833,if a meteoroid hits earth 's surface it is called,meteorite,nq
single_nq_dev_3469,when did jack mccoy start on law and order,1994,nq
single_nq_dev_912,when was the lost colony of roanoke founded,1585,nq
single_nq_dev_4594,where does the heat in chillies come from,Capsaicin,nq
single_nq_dev_589,who wrote the song it aint my fault,John and T.J. Osborne;Kennedy Kelley;Lee Thomas Miller,nq
single_nq_dev_163,when did the first mammal appear on earth,late Carboniferous period,nq
single_nq_dev_5137,names of founding fathers of the united states,Thomas Jefferson;James Madison;John Jay;George Washington;John Adams;Benjamin Franklin;Alexander Hamilton,nq
single_nq_dev_618,who was the composer who spanned the transition between classical and romantic eras,Ludwig van Beethoven,nq
single_nq_dev_830,what percentage of the world 's population lives in east asia,22 %,nq
single_nq_dev_6342,who is the head of the state of china,Xi Jinping,nq
single_nq_dev_361,what is the tallest residential building in nyc,432 Park Avenue,nq
single_nq_dev_5485,who is the lead actor in the sinner,Jessica Biel,nq
single_nq_dev_2123,who plays sherman in mr peabody and sherman,Max Charles,nq
single_nq_dev_5226,who did alicia keys win the voice with,Chris Blue,nq
single_nq_dev_3468,who plays gwen in the amazing spider man,Stone,nq
single_nq_dev_261,who goes first in chess black or white,White,nq
single_nq_dev_3032,when was the last time the winter olympics were in the usa,2002,nq
single_nq_dev_773,who sings you got a friend in me in toy story 2,Randy Newman,nq
single_nq_dev_6285,when did star wars episode 2 come out,2002,nq
single_nq_dev_1242,guardians of the galaxy cast gamora 's sister,Karen Gillan,nq
single_nq_dev_4580,who was the writer for the force awakens,Lawrence Kasdan;Michael Arndt;J.J. Abrams,nq
single_nq_dev_6260,winner of america 's got talent 2015 final results,Paul Zerdin,nq
single_nq_dev_2536,where is most of the water in the body located,Intracellular fluid,nq
single_nq_dev_10,which apostle had a thorn in his side,Paul,nq
single_nq_dev_5684,who served as the foundation for wundts work,Gottfried Wilhelm Leibniz,nq
single_nq_dev_5723,who played the preacher in the film tommy,Eric Clapton,nq
single_nq_dev_6311,who appoints the speaker of parliament in ghana,the Legislature,nq
single_nq_dev_2483,who sings that was then this is now,The Monkees,nq
single_nq_dev_4008,who is the girl that plays in good luck charlie,Bridgit Mendler,nq
single_nq_dev_2888,who plays the punisher on the netflix show,Jon Bernthal,nq
single_nq_dev_2436,what are the muscle fibers under the control of a single motor axon,A motor unit,nq
single_nq_dev_2542,who defeated the new york jets on the first televised monday night football game,the Browns,nq
single_nq_dev_6341,who was the first person to get a driver 's license,Karl Benz,nq
single_nq_dev_531,when do you need a medallion signature guarantee,for the transfer of securities,nq
single_nq_dev_4745,when does sean bean die game of thrones,In season 1,nq
single_nq_dev_1380,when did the last season of jersey shore air,"December 20 , 2012",nq
single_nq_dev_4675,first earth summit 1992 was held at which country,Rio de Janeiro,nq
single_nq_dev_2583,who is the author of delta of venus,Anaïs Nin,nq
single_nq_dev_2345,who played doc brown on back to the future,Christopher Allen Lloyd,nq
single_nq_dev_3951,when did the republic of ireland leave the commonwealth,18 April 1949,nq
single_nq_dev_3624,how old do you have to be to drink in wisconsin with a parent,18 - 20,nq
single_nq_dev_835,what is the language of antigua and barbuda,English,nq
single_nq_dev_4690,the interaction between teacher and students creates a zone of proximal,development,nq
single_nq_dev_1807,the cochlea semicircular canals and vestibular sacs make up the,Inner ear,nq
single_nq_dev_662,who is narrating how i met your mother,Bob Saget;Older Ted Mosby,nq
single_nq_dev_3865,when was the first internal combustion engine made,1807,nq
single_nq_dev_549,at the constitutional convention who did the delegates agree should elect the president,an electoral college,nq
single_nq_dev_923,who has made the longest field goal ever,Matt Prater,nq
single_nq_dev_356,who sang i love rock and roll original,Alan Merrill,nq
single_nq_dev_4871,who played quinn in how i met your mother,Rebecca Sara Newton,nq
single_nq_dev_2984,when was alice in chains jar of flies released,"January 25 , 1994",nq
single_nq_dev_3015,who sang the orange is the new black theme song,Regina Spektor,nq
single_nq_dev_4158,who plays faith on buffy the vampire slayer,Eliza Patricia Dushku,nq
single_nq_dev_1202,who sang when a man loves a woman first,Percy Sledge,nq
single_nq_dev_5518,where is the tenderloin located on a cow,psoas major muscle,nq
single_nq_dev_4103,role of mercuric chloride in plant tissue culture,surface sterilisation of explants,nq
single_nq_dev_3287,who won the big 10 football championship in 2016,Penn State Nittany Lions,nq
single_nq_dev_3590,who played hercules wife in the 2014 movie,Irina Shayk,nq
single_nq_dev_5771,who played for man u man city liverpool and everton,Peter Andrew Beardsley MBE,nq
single_nq_dev_5884,who stated that animals and plants are made of cells,Henri Dutrochet,nq
single_nq_dev_2565,where did they film the movie in the heat of the night,"Sparta , Illinois",nq
single_nq_dev_3561,who does selena gomez play in bubble guppies,Deema,nq
single_nq_dev_1861,what is the last name of the current english royal family,Mountbatten - Windsor,nq
single_nq_dev_4151,when was their eyes are watching god set,the early 20th century,nq
single_nq_dev_3020,who argued that class struggles were what led to historical progress and development,Mikhail Bakunin,nq
single_nq_dev_2592,who sang the song she 's got betty davis eyes,Kim Carnes,nq
single_nq_dev_2823,where do i go to get a background check done,Many commercial sites,nq
single_nq_dev_6473,what is the main train station in munich,München Hauptbahnhof,nq
single_nq_dev_3763,how many games do la liga teams play,38,nq
single_nq_dev_2129,how big is 1 acre in square feet,"43,560 square feet",nq
single_nq_dev_1403,who sings the new girl in town hairspray,Brittany Snow;Hayley Podschun;Sarah Jayne Jensen;The Dynamites,nq
single_nq_dev_4960,who plays the voice of creek on trolls,Matt Lowe,nq
single_nq_dev_2582,when release na peru surya na illu india,4 May 2018,nq
single_nq_dev_1682,how many europa league places does england get,five,nq
single_nq_dev_4344,when did the movie cool runnings come out,"October 1 , 1993",nq
single_nq_dev_2916,who led the revolt of 1857 in allahabad,Maulvi Liaquat Ali,nq
single_nq_dev_2659,who did fsu beat for the 2013 championship,Auburn,nq
single_nq_dev_4622,who sang the song brandy in the 70s,Looking Glass,nq
single_nq_dev_4917,when was the universal declaration of human rights created,10 December 1948,nq
single_nq_dev_537,new york times co v sullivan held that there must be proof of,actual malice,nq
single_nq_dev_3884,when did the i 9 form became a requirement,"November 6 , 1986",nq
single_nq_dev_550,what cheese is used to make the sicilian dessert cannoli,ricotta,nq
single_nq_dev_3409,which general served during the mexican war and the civil war,Winfield Scott,nq
single_nq_dev_3031,who sings came in like a wrecking ball,Miley Cyrus,nq
single_nq_dev_424,who translated the song we shall overcome in bengali,Bengali folk singer Hemanga Biswas,nq
single_nq_dev_762,how many institutions of higher education in the us,"4,726",nq
single_nq_dev_5310,who played girl max in wizards of waverly place,Bailee Madison,nq
single_nq_dev_3868,when did the 8 track tape come out,1964,nq
single_nq_dev_1779,what is the name of the president of trinidad and tobago,Paula - Mae Weekes,nq
single_nq_dev_4293,who wrote the song i hung my head,Sting,nq
single_nq_dev_5040,who is ganesh the god who is celebrated at the ganesh chaturthi festival,the God of New Beginnings;the Remover of Obstacles,nq
single_nq_dev_1520,when did the us join world war ii,1941,nq
single_nq_dev_1523,who plays cane on the young and the restless,Daniel Richard Goddard,nq
single_nq_dev_1874,who 's the dad of blair waldorf 's baby,Chuck,nq
single_nq_dev_5817,what movie is the song cake by the ocean in,Pitch Perfect 3;Bad Moms,nq
single_nq_dev_2249,who wrote the song forever and ever amen,Paul Overstreet;Don Schlitz,nq
single_nq_dev_5134,when was the first $ 5 bill made,1861,nq
single_nq_dev_3788,who is required to file a flight plan,flight dispatcher;pilot,nq
single_nq_dev_4171,did pokemon start as a game or a show,video games,nq
single_nq_dev_2293,what is a set of kettledrums in an orchestra called,Timpani,nq
single_nq_dev_1284,who wrote an essay on the principle of population,Thomas Robert Malthus,nq
single_nq_dev_5685,actor who sang i talk to the trees in the movie musical paint your wagon,Pardner,nq
single_nq_dev_3239,this term means a state has supreme and absolute authority within its own borders,Sovereignty,nq
single_nq_dev_840,what is the name of son of hanuman,Makardhwaja,nq
164376040bde11eba7f7acde48001122,"What is the date of birth of Louis I, Count Of Nassau-Weilburg's father?",27 June 1441,wiki
e6af07300bda11eba7f7acde48001122,Where was the place of death of the director of film Madame Lu?,Mülheim an der Ruhr,wiki
d3c779240bdd11eba7f7acde48001122,Where was the place of burial of John Coleman Burroughs's father?,Tarzana,wiki
5f520cea0bdc11eba7f7acde48001122,When is the director of film Cooley High 's birthday?,"November 10, 1938",wiki
43af97b20bde11eba7f7acde48001122,Where was the father of Jelena Lieven born?,Moscow,wiki
1c7eb2640bb011ebab90acde48001122,"Who is the paternal grandmother of Sophie, Countess Of Bar?",Richilde,wiki
